Gene Symbol,Gene ID,PCC,Tumor
CD3D,ENSG00000167286.9,0.32,BLCA Tumor
BTBD10,ENSG00000148925.10,0.32,BLCA Tumor
TLR1,ENSG00000174125.7,0.32,BLCA Tumor
POC5,ENSG00000152359.14,0.32,BLCA Tumor
AKIRIN2,ENSG00000135334.8,0.32,BLCA Tumor
SAR1B,ENSG00000152700.13,0.32,BLCA Tumor
IL27,ENSG00000197272.2,0.32,BLCA Tumor
RNF138,ENSG00000134758.13,0.32,BLCA Tumor
FCGR2A,ENSG00000143226.13,0.32,BLCA Tumor
ICAM1,ENSG00000090339.8,0.32,BLCA Tumor
CD300LF,ENSG00000186074.18,0.32,BLCA Tumor
LCP1,ENSG00000136167.13,0.32,BLCA Tumor
ACP2,ENSG00000134575.9,0.32,BLCA Tumor
TRAV2,ENSG00000211776.2,0.32,BLCA Tumor
HLA-DPB1,ENSG00000223865.10,0.32,BLCA Tumor
HPS3,ENSG00000163755.8,0.32,BLCA Tumor
FAM98B,ENSG00000171262.11,0.32,BLCA Tumor
DNAAF2,ENSG00000165506.14,0.32,BLCA Tumor
WDR89,ENSG00000140006.11,0.32,BLCA Tumor
UBXN4,ENSG00000144224.16,0.32,BLCA Tumor
RBMXL1,ENSG00000213516.9,0.32,BLCA Tumor
CASS4,ENSG00000087589.16,0.32,BLCA Tumor
STX17,ENSG00000136874.10,0.32,BLCA Tumor
CEP128,ENSG00000100629.16,0.32,BLCA Tumor
NCKAP1L,ENSG00000123338.12,0.32,BLCA Tumor
PLA2G7,ENSG00000146070.16,0.32,BLCA Tumor
GZMK,ENSG00000113088.5,0.32,BLCA Tumor
MICU2,ENSG00000165487.13,0.32,BLCA Tumor
TOX4,ENSG00000092203.13,0.32,BLCA Tumor
AC092580.1,ENSG00000229405.1,0.32,BLCA Tumor
FRYL,ENSG00000075539.13,0.32,BLCA Tumor
TIFAB,ENSG00000255833.1,0.31,BLCA Tumor
C2,ENSG00000166278.14,0.31,BLCA Tumor
CD53,ENSG00000143119.12,0.31,BLCA Tumor
RBM27,ENSG00000091009.7,0.31,BLCA Tumor
PREX1,ENSG00000124126.13,0.31,BLCA Tumor
RP11-446E9.1,ENSG00000236814.1,0.31,BLCA Tumor
TYW5,ENSG00000162971.10,0.31,BLCA Tumor
UBE2Z,ENSG00000159202.17,0.31,BLCA Tumor
CASP3,ENSG00000164305.17,0.31,BLCA Tumor
CNP,ENSG00000173786.16,0.31,BLCA Tumor
P2RX7,ENSG00000089041.16,0.31,BLCA Tumor
ATG14,ENSG00000126775.8,0.31,BLCA Tumor
EXOC2,ENSG00000112685.13,0.31,BLCA Tumor
HNRNPC,ENSG00000092199.17,0.31,BLCA Tumor
CTR9,ENSG00000198730.7,0.31,BLCA Tumor
SPPL2A,ENSG00000138600.9,0.31,BLCA Tumor
TRAV5,ENSG00000211779.3,0.31,BLCA Tumor
PCNXL4,ENSG00000126773.12,0.31,BLCA Tumor
MED17,ENSG00000042429.10,0.31,BLCA Tumor
TTC1,ENSG00000113312.10,0.31,BLCA Tumor
GTPBP1,ENSG00000100226.15,0.31,BLCA Tumor
ARHGAP9,ENSG00000123329.17,0.31,BLCA Tumor
GEMIN2,ENSG00000092208.16,0.31,BLCA Tumor
AKIP1,ENSG00000166452.11,0.31,BLCA Tumor
C19orf38,ENSG00000214212.8,0.31,BLCA Tumor
IKZF1,ENSG00000185811.16,0.31,BLCA Tumor
AFF4,ENSG00000072364.12,0.31,BLCA Tumor
NSL1,ENSG00000117697.14,0.31,BLCA Tumor
MPEG1,ENSG00000197629.5,0.31,BLCA Tumor
SRGN,ENSG00000122862.4,0.31,BLCA Tumor
FGL2,ENSG00000127951.5,0.31,BLCA Tumor
HNRNPA0,ENSG00000177733.6,0.31,BLCA Tumor
LINC00426,ENSG00000238121.5,0.31,BLCA Tumor
PILRA,ENSG00000085514.15,0.31,BLCA Tumor
IPCEF1,ENSG00000074706.13,0.31,BLCA Tumor
SIGLEC1,ENSG00000088827.12,0.31,BLCA Tumor
CD160,ENSG00000117281.15,0.31,BLCA Tumor
TRDV1,ENSG00000211804.3,0.31,BLCA Tumor
TAPBPL,ENSG00000139192.11,0.31,BLCA Tumor
SIX4,ENSG00000100625.8,0.31,BLCA Tumor
SNAPC3,ENSG00000164975.15,0.31,BLCA Tumor
GIMAP1-GIMAP5,ENSG00000281887.2,0.31,BLCA Tumor
API5,ENSG00000166181.12,0.31,BLCA Tumor
IFITM1,ENSG00000185885.15,0.31,BLCA Tumor
TMED7,ENSG00000134970.13,0.31,BLCA Tumor
IFI16,ENSG00000163565.18,0.31,BLCA Tumor
C4orf33,ENSG00000151470.12,0.31,BLCA Tumor
MTHFR,ENSG00000177000.10,0.31,BLCA Tumor
HNRNPK,ENSG00000165119.18,0.31,BLCA Tumor
RP11-274E7.2,ENSG00000238000.1,0.31,BLCA Tumor
PI4K2B,ENSG00000038210.12,0.31,BLCA Tumor
C14orf166,ENSG00000087302.8,0.31,BLCA Tumor
DOCK2,ENSG00000134516.15,0.31,BLCA Tumor
MRPL44,ENSG00000135900.3,0.31,BLCA Tumor
TRAV13-1,ENSG00000211788.2,0.31,BLCA Tumor
IFI44,ENSG00000137965.10,0.31,BLCA Tumor
AC009950.2,ENSG00000225963.7,0.31,BLCA Tumor
UBLCP1,ENSG00000164332.7,0.31,BLCA Tumor
PIK3AP1,ENSG00000155629.14,0.31,BLCA Tumor
PIK3CG,ENSG00000105851.10,0.31,BLCA Tumor
MYO7A,ENSG00000137474.19,0.31,BLCA Tumor
RGS18,ENSG00000150681.9,0.31,BLCA Tumor
HECTD1,ENSG00000092148.12,0.31,BLCA Tumor
PHAX,ENSG00000164902.13,0.31,BLCA Tumor
AKNA,ENSG00000106948.16,0.31,BLCA Tumor
KIF1BP,ENSG00000198954.6,0.31,BLCA Tumor
PLEK,ENSG00000115956.9,0.31,BLCA Tumor
RP11-468E2.4,ENSG00000259529.1,0.31,BLCA Tumor
MYCBP2,ENSG00000005810.17,0.31,BLCA Tumor
RP11-202G18.1,ENSG00000227531.1,0.31,BLCA Tumor
N4BP2L1,ENSG00000139597.16,0.31,BLCA Tumor
PSMA5,ENSG00000143106.12,0.31,BLCA Tumor
KIF2A,ENSG00000068796.16,0.31,BLCA Tumor
ZBTB20-AS1,ENSG00000241560.5,0.31,BLCA Tumor
KHDRBS1,ENSG00000121774.17,0.31,BLCA Tumor
PICALM,ENSG00000073921.17,0.31,BLCA Tumor
AOAH,ENSG00000136250.11,0.31,BLCA Tumor
MED7,ENSG00000155868.7,0.31,BLCA Tumor
LRRC40,ENSG00000066557.5,0.31,BLCA Tumor
RP11-73E17.2,ENSG00000258738.1,0.31,BLCA Tumor
PFDN1,ENSG00000113068.9,0.31,BLCA Tumor
RP11-876N24.3,ENSG00000280153.1,0.31,BLCA Tumor
SNW1,ENSG00000100603.13,0.31,BLCA Tumor
ADPGK-AS1,ENSG00000260898.5,0.31,BLCA Tumor
FAM179B,ENSG00000198718.12,0.31,BLCA Tumor
MIER3,ENSG00000155545.19,0.31,BLCA Tumor
AIDA,ENSG00000186063.12,0.31,BLCA Tumor
PARP10,ENSG00000178685.13,0.31,BLCA Tumor
PROX2,ENSG00000119608.12,0.31,BLCA Tumor
ZFAND6,ENSG00000086666.18,0.31,BLCA Tumor
KLHL28,ENSG00000179454.13,0.31,BLCA Tumor
TRAF3,ENSG00000131323.14,0.31,BLCA Tumor
SMARCD1,ENSG00000066117.14,0.31,BLCA Tumor
WDR20,ENSG00000140153.17,0.31,BLCA Tumor
TRAV12-3,ENSG00000211794.3,0.31,BLCA Tumor
VCPKMT,ENSG00000100483.13,0.31,BLCA Tumor
SPATC1,ENSG00000186583.11,0.31,BLCA Tumor
ZNF326,ENSG00000162664.16,0.31,BLCA Tumor
FKBP15,ENSG00000119321.8,0.31,BLCA Tumor
PWWP2A,ENSG00000170234.12,0.31,BLCA Tumor
ZNF24,ENSG00000172466.15,0.31,BLCA Tumor
CDC40,ENSG00000168438.14,0.31,BLCA Tumor
BCL10,ENSG00000142867.12,0.31,BLCA Tumor
DOCK10,ENSG00000135905.18,0.31,BLCA Tumor
YY1,ENSG00000100811.10,0.31,BLCA Tumor
SCIMP,ENSG00000161929.14,0.3,BLCA Tumor
LIG4,ENSG00000174405.13,0.3,BLCA Tumor
ASB7,ENSG00000183475.12,0.3,BLCA Tumor
FCGR1B,ENSG00000198019.12,0.3,BLCA Tumor
TRAV17,ENSG00000211797.2,0.3,BLCA Tumor
MTM1,ENSG00000171100.14,0.3,BLCA Tumor
SUSD6,ENSG00000100647.7,0.3,BLCA Tumor
UBE2J1,ENSG00000198833.6,0.3,BLCA Tumor
IFI44L,ENSG00000137959.15,0.3,BLCA Tumor
ABHD16A,ENSG00000204427.11,0.3,BLCA Tumor
NFKB1,ENSG00000109320.11,0.3,BLCA Tumor
PSMA1,ENSG00000129084.17,0.3,BLCA Tumor
HLA-DQA2,ENSG00000237541.3,0.3,BLCA Tumor
CDC23,ENSG00000094880.10,0.3,BLCA Tumor
HLA-K,ENSG00000230795.2,0.3,BLCA Tumor
TRBV12-5,ENSG00000275158.1,0.3,BLCA Tumor
DDX46,ENSG00000145833.15,0.3,BLCA Tumor
CHD1,ENSG00000153922.10,0.3,BLCA Tumor
CAPZA1,ENSG00000116489.12,0.3,BLCA Tumor
DCP2,ENSG00000172795.15,0.3,BLCA Tumor
CCRL2,ENSG00000121797.9,0.3,BLCA Tumor
RASA2,ENSG00000155903.11,0.3,BLCA Tumor
MNDA,ENSG00000163563.7,0.3,BLCA Tumor
GK,ENSG00000198814.12,0.3,BLCA Tumor
CPSF2,ENSG00000165934.12,0.3,BLCA Tumor
NRROS,ENSG00000174004.5,0.3,BLCA Tumor
RDH11,ENSG00000072042.12,0.3,BLCA Tumor
TRBV5-5,ENSG00000211725.3,0.3,BLCA Tumor
TRIM5,ENSG00000132256.18,0.3,BLCA Tumor
CYCS,ENSG00000172115.8,0.3,BLCA Tumor
UBR7,ENSG00000012963.13,0.3,BLCA Tumor
TMEM55B,ENSG00000165782.10,0.3,BLCA Tumor
ACTR2,ENSG00000138071.13,0.3,BLCA Tumor
BCL2L14,ENSG00000121380.12,0.3,BLCA Tumor
PAPOLA,ENSG00000090060.17,0.3,BLCA Tumor
HERC6,ENSG00000138642.14,0.3,BLCA Tumor
LIN7C,ENSG00000148943.11,0.3,BLCA Tumor
SRSF7,ENSG00000115875.18,0.3,BLCA Tumor
SEL1L3,ENSG00000091490.10,0.3,BLCA Tumor
HNRNPU,ENSG00000153187.16,0.3,BLCA Tumor
ANKFY1,ENSG00000185722.16,0.3,BLCA Tumor
EPSTI1,ENSG00000133106.14,0.3,BLCA Tumor
DDX3X,ENSG00000215301.9,0.3,BLCA Tumor
TRIM14,ENSG00000106785.14,0.3,BLCA Tumor
JAKMIP1,ENSG00000152969.16,0.3,BLCA Tumor
BTBD1,ENSG00000064726.9,0.3,BLCA Tumor
ARF6,ENSG00000165527.6,0.3,BLCA Tumor
MAP3K14,ENSG00000006062.13,0.3,BLCA Tumor
GTF2E1,ENSG00000153767.9,0.3,BLCA Tumor
MS4A6A,ENSG00000110077.14,0.3,BLCA Tumor
GNPNAT1,ENSG00000100522.8,0.3,BLCA Tumor
PARP11,ENSG00000111224.13,0.3,BLCA Tumor
IFT57,ENSG00000114446.4,0.3,BLCA Tumor
TTC24,ENSG00000187862.11,0.3,BLCA Tumor
TMX3,ENSG00000166479.9,0.3,BLCA Tumor
TRBV25-1,ENSG00000211751.7,0.3,BLCA Tumor
RQCD1,ENSG00000144580.13,0.3,BLCA Tumor
XXYLT1-AS2,ENSG00000230266.1,0.3,BLCA Tumor
RSPRY1,ENSG00000159579.13,0.3,BLCA Tumor
SFMBT2,ENSG00000198879.11,0.3,BLCA Tumor
SMU1,ENSG00000122692.8,0.3,BLCA Tumor
TRAV3,ENSG00000211777.2,0.3,BLCA Tumor
EXD2,ENSG00000081177.18,0.3,BLCA Tumor
STX12,ENSG00000117758.13,0.3,BLCA Tumor
WDR25,ENSG00000176473.13,0.3,BLCA Tumor
SAMD8,ENSG00000156671.12,0.3,BLCA Tumor
SOD2,ENSG00000112096.16,0.3,BLCA Tumor
C9orf91,ENSG00000157693.14,0.3,BLCA Tumor
IRG1,ENSG00000102794.9,0.3,BLCA Tumor
AP3B1,ENSG00000132842.13,0.3,BLCA Tumor
RILPL2,ENSG00000150977.10,0.3,BLCA Tumor
NIN,ENSG00000100503.23,0.3,BLCA Tumor
FAM199X,ENSG00000123575.8,0.3,BLCA Tumor
EMB,ENSG00000170571.11,0.3,BLCA Tumor
RUNDC1,ENSG00000198863.7,0.3,BLCA Tumor
ZNF101,ENSG00000181896.11,0.3,BLCA Tumor
C11orf21,ENSG00000110665.11,0.3,BLCA Tumor
SUZ12,ENSG00000178691.10,0.3,BLCA Tumor
C1QA,ENSG00000173372.16,0.3,BLCA Tumor
SYNE2,ENSG00000054654.15,0.3,BLCA Tumor
LAMP3,ENSG00000078081.7,0.3,BLCA Tumor
CCR1,ENSG00000163823.3,0.3,BLCA Tumor
NUP98,ENSG00000110713.15,0.3,BLCA Tumor
KTN1,ENSG00000126777.17,0.3,BLCA Tumor
SMG1,ENSG00000157106.16,0.3,BLCA Tumor
SLAMF6,ENSG00000162739.13,0.3,BLCA Tumor
HECA,ENSG00000112406.4,0.3,BLCA Tumor
PANK2,ENSG00000125779.21,0.3,BLCA Tumor
SP4,ENSG00000105866.13,0.3,BLCA Tumor
DLEU7,ENSG00000186047.9,0.3,BLCA Tumor
IRAK4,ENSG00000198001.13,0.3,BLCA Tumor
SOCS1,ENSG00000185338.4,0.3,BLCA Tumor
ZMAT2,ENSG00000146007.10,0.3,BLCA Tumor
CYTH4,ENSG00000100055.20,0.3,BLCA Tumor
C2orf47,ENSG00000162972.10,0.3,BLCA Tumor
KPNB1,ENSG00000108424.9,0.3,BLCA Tumor
SYTL3,ENSG00000164674.15,0.3,BLCA Tumor
SIRPG,ENSG00000089012.14,0.3,BLCA Tumor
ZHX1,ENSG00000165156.14,0.3,BLCA Tumor
TEP1,ENSG00000129566.12,0.3,BLCA Tumor
ABRACL,ENSG00000146386.7,0.3,BLCA Tumor
CALCOCO2,ENSG00000136436.14,0.3,BLCA Tumor
ZBTB24,ENSG00000112365.4,0.3,BLCA Tumor
PATL2,ENSG00000229474.6,0.3,BLCA Tumor
CCL8,ENSG00000108700.4,0.3,BLCA Tumor
SECTM1,ENSG00000141574.7,0.3,BLCA Tumor
STAT5A,ENSG00000126561.16,0.3,BLCA Tumor
MFSD1,ENSG00000118855.18,0.3,BLCA Tumor
HLA-DPB2,ENSG00000224557.7,0.29,BLCA Tumor
HNRNPH3,ENSG00000096746.17,0.29,BLCA Tumor
PRF1,ENSG00000180644.6,0.29,BLCA Tumor
ATF2,ENSG00000115966.16,0.29,BLCA Tumor
CD300E,ENSG00000186407.6,0.29,BLCA Tumor
TRIP12,ENSG00000153827.13,0.29,BLCA Tumor
FAR1,ENSG00000197601.12,0.29,BLCA Tumor
CMPK2,ENSG00000134326.11,0.29,BLCA Tumor
RAB21,ENSG00000080371.5,0.29,BLCA Tumor
STX7,ENSG00000079950.13,0.29,BLCA Tumor
IL7,ENSG00000104432.12,0.29,BLCA Tumor
ETF1,ENSG00000120705.12,0.29,BLCA Tumor
KIAA1033,ENSG00000136051.13,0.29,BLCA Tumor
CD4,ENSG00000010610.9,0.29,BLCA Tumor
HCCS,ENSG00000004961.14,0.29,BLCA Tumor
PIKFYVE,ENSG00000115020.16,0.29,BLCA Tumor
LRR1,ENSG00000165501.16,0.29,BLCA Tumor
TARDBP,ENSG00000120948.15,0.29,BLCA Tumor
MYO1G,ENSG00000136286.14,0.29,BLCA Tumor
MGAT2,ENSG00000168282.5,0.29,BLCA Tumor
C3AR1,ENSG00000171860.4,0.29,BLCA Tumor
IL4I1,ENSG00000104951.15,0.29,BLCA Tumor
RBM7,ENSG00000076053.10,0.29,BLCA Tumor
BDP1,ENSG00000145734.18,0.29,BLCA Tumor
TRAFD1,ENSG00000135148.11,0.29,BLCA Tumor
COPB1,ENSG00000129083.12,0.29,BLCA Tumor
PMAIP1,ENSG00000141682.11,0.29,BLCA Tumor
SCYL2,ENSG00000136021.17,0.29,BLCA Tumor
LILRA5,ENSG00000187116.13,0.29,BLCA Tumor
ZNF438,ENSG00000183621.15,0.29,BLCA Tumor
TRBV21-1,ENSG00000251578.1,0.29,BLCA Tumor
BCLAF1,ENSG00000029363.15,0.29,BLCA Tumor
PTPN1,ENSG00000196396.9,0.29,BLCA Tumor
RASSF4,ENSG00000107551.20,0.29,BLCA Tumor
EIF2AK2,ENSG00000055332.16,0.29,BLCA Tumor
EFR3A,ENSG00000132294.13,0.29,BLCA Tumor
TRBV5-6,ENSG00000211728.2,0.29,BLCA Tumor
UBR2,ENSG00000024048.10,0.29,BLCA Tumor
STX18,ENSG00000168818.9,0.29,BLCA Tumor
VTA1,ENSG00000009844.15,0.29,BLCA Tumor
PRKAR1A,ENSG00000108946.14,0.29,BLCA Tumor
OXNAD1,ENSG00000154814.13,0.29,BLCA Tumor
RP11-326I11.5,ENSG00000270426.1,0.29,BLCA Tumor
REV1,ENSG00000135945.9,0.29,BLCA Tumor
RP11-650L12.4,ENSG00000279373.1,0.29,BLCA Tumor
TNFAIP8,ENSG00000145779.7,0.29,BLCA Tumor
PTPN7,ENSG00000143851.15,0.29,BLCA Tumor
RELT,ENSG00000054967.12,0.29,BLCA Tumor
DDX60,ENSG00000137628.16,0.29,BLCA Tumor
GTPBP8,ENSG00000163607.14,0.29,BLCA Tumor
HNRNPAB,ENSG00000197451.10,0.29,BLCA Tumor
CENPC,ENSG00000145241.10,0.29,BLCA Tumor
PPIL4,ENSG00000131013.3,0.29,BLCA Tumor
ZAP70,ENSG00000115085.13,0.29,BLCA Tumor
TRAV21,ENSG00000211801.3,0.29,BLCA Tumor
RCHY1,ENSG00000163743.13,0.29,BLCA Tumor
NEMF,ENSG00000165525.17,0.29,BLCA Tumor
UBE2N,ENSG00000177889.9,0.29,BLCA Tumor
MRPL42,ENSG00000198015.12,0.29,BLCA Tumor
IL32,ENSG00000008517.16,0.29,BLCA Tumor
AC007036.6,ENSG00000227017.1,0.29,BLCA Tumor
BAG5,ENSG00000166170.9,0.29,BLCA Tumor
CSRNP2,ENSG00000110925.6,0.29,BLCA Tumor
RP11-370A5.1,ENSG00000266850.1,0.29,BLCA Tumor
RP11-374F3.5,ENSG00000279149.1,0.29,BLCA Tumor
PAIP2,ENSG00000120727.12,0.29,BLCA Tumor
FCER1G,ENSG00000158869.10,0.29,BLCA Tumor
DDHD1,ENSG00000100523.14,0.29,BLCA Tumor
NECAP1,ENSG00000089818.16,0.29,BLCA Tumor
C18orf8,ENSG00000141452.9,0.29,BLCA Tumor
RAB8A,ENSG00000167461.11,0.29,BLCA Tumor
RGS1,ENSG00000090104.11,0.29,BLCA Tumor
ERBB2IP,ENSG00000112851.14,0.29,BLCA Tumor
CYB5R4,ENSG00000065615.13,0.29,BLCA Tumor
CCDC82,ENSG00000149231.11,0.29,BLCA Tumor
SDCBP,ENSG00000137575.11,0.29,BLCA Tumor
ACTR6,ENSG00000075089.9,0.29,BLCA Tumor
DDX26B,ENSG00000165359.14,0.29,BLCA Tumor
ERP44,ENSG00000023318.7,0.29,BLCA Tumor
PDCD1LG2,ENSG00000197646.7,0.29,BLCA Tumor
SOAT1,ENSG00000057252.12,0.29,BLCA Tumor
SQRDL,ENSG00000137767.13,0.29,BLCA Tumor
MAN2A1,ENSG00000112893.9,0.29,BLCA Tumor
SELPLG,ENSG00000110876.9,0.29,BLCA Tumor
LYN,ENSG00000254087.7,0.29,BLCA Tumor
FAM111A,ENSG00000166801.15,0.29,BLCA Tumor
TRBV15,ENSG00000276819.1,0.29,BLCA Tumor
TRAV29DV5,ENSG00000211810.3,0.29,BLCA Tumor
ZNF45,ENSG00000124459.11,0.29,BLCA Tumor
LAX1,ENSG00000122188.12,0.29,BLCA Tumor
AC093063.3,ENSG00000269460.1,0.29,BLCA Tumor
HEXIM1,ENSG00000186834.3,0.29,BLCA Tumor
SKP1,ENSG00000113558.18,0.29,BLCA Tumor
CSNK1G3,ENSG00000151292.17,0.29,BLCA Tumor
MCOLN2,ENSG00000153898.12,0.29,BLCA Tumor
LYSMD2,ENSG00000140280.13,0.29,BLCA Tumor
SRSF2,ENSG00000161547.14,0.29,BLCA Tumor
G3BP1,ENSG00000145907.14,0.29,BLCA Tumor
RUNX1,ENSG00000159216.18,0.29,BLCA Tumor
STAM2,ENSG00000115145.9,0.29,BLCA Tumor
RP11-630D6.5,ENSG00000245928.2,0.29,BLCA Tumor
ADAR,ENSG00000160710.15,0.29,BLCA Tumor
RSBN1L,ENSG00000187257.14,0.29,BLCA Tumor
AHCYL2,ENSG00000158467.16,0.29,BLCA Tumor
MTO1,ENSG00000135297.15,0.29,BLCA Tumor
CTC-428G20.6,ENSG00000271797.1,0.29,BLCA Tumor
DDX23,ENSG00000174243.9,0.29,BLCA Tumor
PSMD10,ENSG00000101843.18,0.29,BLCA Tumor
ADAP2,ENSG00000184060.10,0.29,BLCA Tumor
RNGTT,ENSG00000111880.15,0.29,BLCA Tumor
CTC-534A2.2,ENSG00000253251.2,0.29,BLCA Tumor
PARP2,ENSG00000129484.13,0.29,BLCA Tumor
CXorf21,ENSG00000120280.5,0.29,BLCA Tumor
RP4-576H24.2,ENSG00000242324.1,0.29,BLCA Tumor
TNFSF13,ENSG00000161955.16,0.29,BLCA Tumor
CLEC4E,ENSG00000166523.7,0.29,BLCA Tumor
AP4E1,ENSG00000081014.10,0.29,BLCA Tumor
NT5DC1,ENSG00000178425.13,0.29,BLCA Tumor
TRAV20,ENSG00000211800.3,0.29,BLCA Tumor
TFEC,ENSG00000105967.15,0.29,BLCA Tumor
CENPQ,ENSG00000031691.6,0.29,BLCA Tumor
GBP2,ENSG00000162645.12,0.29,BLCA Tumor
TRAV16,ENSG00000211796.1,0.28,BLCA Tumor
TRAV8-6,ENSG00000211795.3,0.28,BLCA Tumor
PRKRA,ENSG00000180228.12,0.28,BLCA Tumor
TMEM127,ENSG00000135956.8,0.28,BLCA Tumor
ZBTB11,ENSG00000066422.4,0.28,BLCA Tumor
ACTR10,ENSG00000131966.13,0.28,BLCA Tumor
TRMT11,ENSG00000066651.17,0.28,BLCA Tumor
TDRD7,ENSG00000196116.7,0.28,BLCA Tumor
UEVLD,ENSG00000151116.16,0.28,BLCA Tumor
UBE2W,ENSG00000104343.19,0.28,BLCA Tumor
GZF1,ENSG00000125812.15,0.28,BLCA Tumor
SYNRG,ENSG00000275066.4,0.28,BLCA Tumor
NBN,ENSG00000104320.13,0.28,BLCA Tumor
ATP6V1B2,ENSG00000147416.10,0.28,BLCA Tumor
HCST,ENSG00000126264.9,0.28,BLCA Tumor
RALGAPA1,ENSG00000174373.15,0.28,BLCA Tumor
RPS6KA1,ENSG00000117676.13,0.28,BLCA Tumor
ANKRD32,ENSG00000133302.12,0.28,BLCA Tumor
KIF3A,ENSG00000131437.15,0.28,BLCA Tumor
PHF21A,ENSG00000135365.15,0.28,BLCA Tumor
TRGV7,ENSG00000249978.1,0.28,BLCA Tumor
KLHDC7B,ENSG00000130487.5,0.28,BLCA Tumor
ABI3,ENSG00000108798.8,0.28,BLCA Tumor
PTGES3P2,ENSG00000217643.1,0.28,BLCA Tumor
TBC1D10C,ENSG00000175463.11,0.28,BLCA Tumor
TBK1,ENSG00000183735.9,0.28,BLCA Tumor
TRBV14,ENSG00000275743.1,0.28,BLCA Tumor
HLA-DQA1,ENSG00000196735.11,0.28,BLCA Tumor
STXBP3,ENSG00000116266.10,0.28,BLCA Tumor
ORC4,ENSG00000115947.13,0.28,BLCA Tumor
CWC22,ENSG00000163510.13,0.28,BLCA Tumor
EED,ENSG00000074266.17,0.28,BLCA Tumor
SASH3,ENSG00000122122.9,0.28,BLCA Tumor
IK,ENSG00000113141.15,0.28,BLCA Tumor
CELF2,ENSG00000048740.17,0.28,BLCA Tumor
PANX1,ENSG00000110218.8,0.28,BLCA Tumor
CHUK,ENSG00000213341.10,0.28,BLCA Tumor
SUMO2,ENSG00000188612.11,0.28,BLCA Tumor
APOL2,ENSG00000128335.13,0.28,BLCA Tumor
SLC25A30,ENSG00000174032.16,0.28,BLCA Tumor
CREB1,ENSG00000118260.14,0.28,BLCA Tumor
GPR31,ENSG00000120436.3,0.28,BLCA Tumor
ANKRD44,ENSG00000065413.16,0.28,BLCA Tumor
ASF1A,ENSG00000111875.7,0.28,BLCA Tumor
SEPSECS,ENSG00000109618.11,0.28,BLCA Tumor
TYMP,ENSG00000025708.12,0.28,BLCA Tumor
C14orf169,ENSG00000170468.7,0.28,BLCA Tumor
RP1-47M23.3,ENSG00000280135.1,0.28,BLCA Tumor
LNPEP,ENSG00000113441.15,0.28,BLCA Tumor
DNAJC13,ENSG00000138246.15,0.28,BLCA Tumor
SKIV2L2,ENSG00000039123.15,0.28,BLCA Tumor
SRBD1,ENSG00000068784.12,0.28,BLCA Tumor
SLCO2B1,ENSG00000137491.14,0.28,BLCA Tumor
SCAF11,ENSG00000139218.17,0.28,BLCA Tumor
TRAV8-2,ENSG00000211786.3,0.28,BLCA Tumor
BECN1,ENSG00000126581.12,0.28,BLCA Tumor
CTA-384D8.36,ENSG00000272821.1,0.28,BLCA Tumor
TCF3P1,ENSG00000236567.2,0.28,BLCA Tumor
HLA-J,ENSG00000204622.10,0.28,BLCA Tumor
RP11-1334A24.6,ENSG00000248996.1,0.28,BLCA Tumor
TXNDC9,ENSG00000115514.11,0.28,BLCA Tumor
PIP4K2C,ENSG00000166908.17,0.28,BLCA Tumor
MANEA,ENSG00000172469.14,0.28,BLCA Tumor
ELMO2,ENSG00000062598.17,0.28,BLCA Tumor
CARD6,ENSG00000132357.13,0.28,BLCA Tumor
RAB19,ENSG00000146955.10,0.28,BLCA Tumor
UBE2B,ENSG00000119048.7,0.28,BLCA Tumor
CASP4,ENSG00000196954.12,0.28,BLCA Tumor
TRAV35,ENSG00000211814.1,0.28,BLCA Tumor
PLAA,ENSG00000137055.14,0.28,BLCA Tumor
ZFP91,ENSG00000186660.14,0.28,BLCA Tumor
U2AF2,ENSG00000063244.12,0.28,BLCA Tumor
CIR1,ENSG00000138433.15,0.28,BLCA Tumor
TRBV11-3,ENSG00000276597.1,0.28,BLCA Tumor
ERCC8,ENSG00000049167.13,0.28,BLCA Tumor
MSH3,ENSG00000113318.9,0.28,BLCA Tumor
DOPEY1,ENSG00000083097.14,0.28,BLCA Tumor
LINC00854,ENSG00000236383.7,0.28,BLCA Tumor
PRDM10,ENSG00000170325.14,0.28,BLCA Tumor
RP11-640L9.2,ENSG00000281100.1,0.28,BLCA Tumor
SYNCRIP,ENSG00000135316.17,0.28,BLCA Tumor
ANKHD1,ENSG00000131503.20,0.28,BLCA Tumor
RNF19B,ENSG00000116514.16,0.28,BLCA Tumor
NEDD1,ENSG00000139350.11,0.28,BLCA Tumor
PRPF40A,ENSG00000196504.15,0.28,BLCA Tumor
AC017002.1,ENSG00000240350.2,0.28,BLCA Tumor
ANKRD49,ENSG00000168876.8,0.28,BLCA Tumor
TTC37,ENSG00000198677.10,0.28,BLCA Tumor
RAB5C,ENSG00000108774.14,0.28,BLCA Tumor
ZMYM6,ENSG00000163867.16,0.28,BLCA Tumor
COX11,ENSG00000166260.10,0.28,BLCA Tumor
ZBTB33,ENSG00000177485.6,0.28,BLCA Tumor
SPATA13,ENSG00000182957.15,0.28,BLCA Tumor
AMPD3,ENSG00000133805.15,0.28,BLCA Tumor
PSME3,ENSG00000131467.10,0.28,BLCA Tumor
VN1R105P,ENSG00000242856.3,0.28,BLCA Tumor
NCOA4,ENSG00000266412.5,0.28,BLCA Tumor
